url,id
https://yoopies.fr/cours-anglais-plouzane/soutien-scientifique-anglais/2113138,2113138
https://yoopies.fr/cours-francais-paris/cours-particuliers-matieres-litteraires/2737581,2737581
https://yoopies.fr/cours-anglais-aix-en-provence/etudiante-bon-niveau-scolaire/2163676,2163676
https://yoopies.fr/cours-francais-paris/aide-devoirs/2302783,2302783
https://yoopies.fr/cours-francais-paris/aide-devoir/2528970,2528970
https://yoopies.fr/cours-physique-montreuil-juigne/cours-maths-physique-tous-niveaux/2556400,2556400
https://yoopies.fr/cours-informatique-cesson-sevigne/donne-cours-mathematiques-d-informatique/2556571,2556571
https://yoopies.fr/cours-francais-pau/aide-devoir/982268,982268
https://yoopies.fr/cours-maths-boisseuil/cours-particulier-mathematiques/2476715,2476715
https://yoopies.fr/cours-maths-aubigny/cours-mathematiques-tous-niveaux/2546625,2546625
https://yoopies.fr/cours-arabe-paris/cours-particuliers-soutien-aide/2039559,2039559
https://yoopies.fr/cours-francais-la-roche-sur-yon/soutien-scolaire/2557697,2557697
https://yoopies.fr/cours-anglais-nice/soutien-scolaire/2549228,2549228
https://yoopies.fr/cours-anglais-sucy-en-brie/cours-particuliers-aide-devoirs/2750345,2750345
https://yoopies.fr/cours-anglais-montelimar/aide-devoirs-revisions-primaire/2755010,2755010
https://yoopies.fr/cours-anglais-poitiers/aide-devoirs-preparation-pre-rentree/2564429,2564429
https://yoopies.fr/cours-anglais-lyon/cours-soutien-cours-preparation-sciences/2755964,2755964
https://yoopies.fr/cours-italien-paris/cours-particuliers-d-italien-tous/2340445,2340445
https://yoopies.fr/cours-anglais-fonsorbes/soutien-scolaire-niveau-primaire/2505016,2505016
https://yoopies.fr/cours-francais-rouen/etudiante-devenir-professeur-ecoles/2533300,2533300
https://yoopies.fr/cours-francais-meulan-en-yvelines/aides-devoirs-niveau-primaire/2552463,2552463
https://yoopies.fr/cours-espagnol-saint-maurice-de-beynost/apprendre-c-est-maintenant-aprender/2566566,2566566
https://yoopies.fr/cours-informatique-charleville-mezieres/soutien-scolaire/2566317,2566317
https://yoopies.fr/cours-maths-paris/soutient-scolaire-mathematiques/1309905,1309905
https://yoopies.fr/cours-francais-royan/jeune-femme-29-ans/2427458,2427458
https://yoopies.fr/cours-anglais-la-couture-boussey/etudiante-medecine-donne-cours/2513429,2513429
https://yoopies.fr/cours-anglais-fillinges/soy-colombiana-licenciada-espanol/2567656,2567656
https://yoopies.fr/cours-physique-metz/cours-niveau-college-primaire/2504327,2504327
https://yoopies.fr/cours-informatique-charleville-mezieres/donne-cours-informatique-tous/2556985,2556985
https://yoopies.fr/cours-anglais-rennes/jeune-etudiante-propose-cours/455400,455400
https://yoopies.fr/cours-maths-paris/donne-cours-niveau-college-lycee/2761722,2761722
https://yoopies.fr/cours-anglais-monistrol-sur-loire/cours-personnalises/2519771,2519771
https://yoopies.fr/cours-francais-rouen/recherche-soutien-scolaire/1066806,1066806
https://yoopies.fr/cours-anglais-chambery/soutien-scolaire-tous-niveaux/2539017,2539017
https://yoopies.fr/cours-arabe-mulhouse/cours-particuliers/2337037,2337037
https://yoopies.fr/cours-francais-paris/soutien-scolaire/2763710,2763710
https://yoopies.fr/cours-economie-paris/etudiante-prepa-offre-services/2751749,2751749
https://yoopies.fr/cours-histoire-villeurbanne/cours-particuliers/2755590,2755590
https://yoopies.fr/cours-anglais-paris/aide-devoirs-soutien-scolaire/2623357,2623357
https://yoopies.fr/cours-physique-aventura/soutien-scolaire/2764717,2764717
https://yoopies.fr/cours-piano-millau/cours-piano-cours-d-espagnol/636556,636556
https://yoopies.fr/cours-espagnol-rennes/soutien-scolaire/2428458,2428458
https://yoopies.fr/cours-anglais-drancy/soutien-scolaire/2549751,2549751
https://yoopies.fr/cours-anglais-franqueville-saint-pierre/cours-soutien/2566547,2566547
https://yoopies.fr/cours-anglais-saint-denis/jeune-etudiante-quete-d-experience/2559476,2559476
https://yoopies.fr/cours-francais-amiens/cours-soutien/1289253,1289253
https://yoopies.fr/cours-anglais-orsay/aide-devoirs/2412319,2412319
https://yoopies.fr/cours-physique-montbrison/ce-ca-m-aurait-peut-etre/2413829,2413829
https://yoopies.fr/cours-anglais-la-calmette/aide-devoirs-primaire-langues/2042430,2042430
https://yoopies.fr/cours-francais-besancon/soutien-scolaire/2372946,2372946
https://yoopies.fr/cours-anglais-beziers/aide-devoirs-litteraires-beziers/2770554,2770554
https://yoopies.fr/cours-biologie-londinieres/qyalalala/2770560,2770560
https://yoopies.fr/cours-anglais-saint-maximin-la-sainte-baume/soutien-scolaire/2445533,2445533
https://yoopies.fr/cours-francais-ablon-sur-seine/aide-soutien/2528890,2528890
https://yoopies.fr/cours-anglais-epinay-sur-seine/aide-devoirs-cours/2537958,2537958
https://yoopies.fr/cours-anglais-rennes/my-short-introduction/2574340,2574340
https://yoopies.fr/cours-anglais-montpellier/soutien-scolaire/2559396,2559396
https://yoopies.fr/cours-italien-poisy/prof-d-italien/2500412,2500412
https://yoopies.fr/cours-anglais-nancy/anglais-tous-niveaux/2174583,2174583
https://yoopies.fr/cours-anglais-dammartin-en-goele/cours-d-anglais/2697302,2697302
https://yoopies.fr/cours-economie-plouarzel/soutien-scolaire/2238869,2238869
https://yoopies.fr/cours-anglais-haillicourt/soutien-scolaire/2548172,2548172
https://yoopies.fr/cours-anglais-cergy/cours-langues/1227457,1227457
https://yoopies.fr/cours-francais-brehand/aide-devoirs-soutien-scolaire/2243557,2243557
https://yoopies.fr/cours-maths-montlucon/cours-particuliers/2519386,2519386
https://yoopies.fr/cours-francais-nevers/aide-devoirs/2577141,2577141
