url,marque,id_variante,nom_attr_1,val_attr_1,nom_attr_2,val_attr_2,nom_attr_3,val_attr_3,nom_attr_4,val_attr_4,nom_attr_5,val_attr_5,nom_attr_6,val_attr_6,nom_attr_7,val_attr_7,designation,reference,sku,code_article_fournisseur,descritptif,prix_reference,prix_promo_unitaire,quantite_degressif_1,prix_promo_degressif_1,quantite_degressif_2,prix_promo_degressif_2,quantite_degressif_3,prix_promo_degressif_3,quantite_degressif_4,prix_promo_degressif_4
https://dentalversender.de/praxisbedarf/verbrauchsmaterial/prophylaxe/speicheldiagnostik-plaque-erkennnung/4612111/corona-selbsttest-pa-5,Guangzhou Wondfo Biotech,,,,,,,,,,,,,,,,Corona Selbsttest Pa 5,211305,W634P0021,W634P0021,,8.00,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Spendersysteme-und-Instrumentenwannen/7421521/smart-Desinfektionstuecher-Leerdose,Smartdent,,,,,,,,,,,,,,,,smart Desinfektionstücher Leerdose,103387,103387,103387,,1.40,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Desinfektionstuecher/7415231/smart-Desinfektionstuecher?number=111358,Smartdent,111358,,,,,,,,,,,,,,,smart Desinfektionstücher,111358,111358,111358,,2.34,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Abformung/Alginate/7398401/smart-Alginat-blau?number=111364,Smartdent,111364,,,,,,,,,,,,,,,smart Alginat blau,111364,111364,111364,,3.82,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Abformung/Bissregistrierung/7400171/smartBite?number=111365,Smartdent,111365,,,,,,,,,,,,,,,smartBite,111365,111365,111365,,13.06,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Abformung/Hilfsmittel-Zubehoer/7412991/smart-Alginatbox?number=111954,Smartdent,111954,,,,,,,,,,,,,,,smart Alginatbox,111954,111954,111954,,2.00,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Spendersysteme-fuer-Einwegartikel/7421531/smartwipes-Dry-Spenderbox-leer?number=111958,Smartdent,111958,,,,,,,,,,,,,,,smartwipes Dry Spenderbox leer,111958,111958,111958,,4.05,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Sonstige-Desinfektion-und-Reinigung/7415311/smartwipes-Dry?number=111959,Smartdent,111959,,,,,,,,,,,,,,,smartwipes Dry,111959,111959,111959,,25.65,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Abformung/Hilfsmittel-Zubehoer/7412981/smart-Alginat-Messbesteck?number=112748,Smartdent,112748,,,,,,,,,,,,,,,smart Alginat Messbesteck,112748,112748,112748,,1.43,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Praxisgeraete/Prophylaxegeraete-ZEG-Pulverstrahlgeraete/20494/smartgun-One?number=122809,Smartdent,122809,,,,,,,,,,,,,,,smartgun One,122809,122809,122809,,466.82,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Desinfektionstuecher/7421541/smartwipes-Wet-Leereimer?number=125221,Smartdent,125221,,,,,,,,,,,,,,,smartwipes Wet Leereimer,125221,125221,125221,,3.08,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Abformung/Bissregistrierung/7400221/smartBite-blackberry?number=126461,Smartdent,126461,,,,,,,,,,,,,,,smartBite blackberry,126461,126461,126461,,13.06,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Zubehoer-fuer-Praxisgeraete/Feilen-und-Ansaetze-fuer-Ultraschall/7495861/smart-ZEG-Schluessel?number=127154,Smartdent,127154,,,,,,,,,,,,,,,smart ZEG Schlüssel,127154,127154,127154,,10.69,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Abformung/Bissregistrierung/7400241/smartBite-grey?number=127661,Smartdent,127661,,,,,,,,,,,,,,,smartBite grey,127661,127661,127661,,14.94,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Medikamente/Wundbehandlung-Schmerzstillung/7451981/smart-coolPack-easy?number=202173,Smartdent,202173,,,,,,,,,,,,,,,smart coolPack easy,202173,202173,202173,,1.19,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Handtuecher/7427051/smart-Papierhandtuecher?number=207221,Smartdent,207221,,,,,,,,,,,,,,,smart Papierhandtücher,207221,207221,207221,,17.37,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Haendedesinfektion/4307871/smarthand-gel-Flasche-100ml?number=210410,Smartdent,210410,,,,,,,,,,,,,,,smarthand gel Flasche 100ml,210410,208250,208250,,3.20,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/7431171/smart-Nasskreppservietten?number=88200,Smartdent,88200,,,,,,,,,,,,,,,smart Nasskreppservietten,88200,88200,88200,,11.78,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Instrumente/PA-Behandlung/7513891/Sidekick-Justierschraube?number=22807,Hu-Friedy Mfg.Co.LLC,22807,,,,,,,,,,,,,,,Sidekick Justierschraube,22807,SDKGPSCREW,SDKGPSCREW,,15.99,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Mulltupfer-Zellstoff-und-Watteartikel/7432881/Askina-Cel?number=10194,B.Braun Deutschland GmbH,10194,,,,,,,,,,,,,,,Askina® Cel,10194,9050418,9050418,,15.75,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Abformung/Silikone-additionsvernetzt/7395351/Panasil-contact-two-in-one-Light?number=26086,Kettenbach GmbH & Co.KG,26086,,,,,,,,,,,,,,,Panasil® contact two in one Light,26086,11781,11781,,34.81,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Rotierende-Instrumente/Gummipolierer/7162281/Ceramic-Polishing-1470?number=36365,Hager & Meisinger GmbH,36365,,,,,,,,,,,,,,,Ceramic Polishing 1470,36365,74 01470,74 01470,,52.83,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Zubehoer-fuer-Praxisgeraete/Sonstiges-Zubehoer/7510581/SONOREX-Edelstahlbecher?number=70148,BANDELIN electronic GmbH,70148,,,,,,,,,,,,,,,SONOREX Edelstahlbecher,70148,340,340,,28.98,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Organisation-in-der-Praxis/Roentgenkartei-Roentgenhuellen/7476421/Roentgenfilmtaschen?number=79170,M. G. Kurth GmbH,79170,,,,,,,,,,,,,,,Röntgenfilmtaschen,79170,79170,79170,,22.59,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Handschuhe-steril/1191/Nitril-steril?number=101651,Meditrade GmbH,101651,,,,,,,,,,,,,,,Nitril® steril,101651,8023L,8023L,,16.68,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Mundschutz-und-Gesichtsmasken/1926/Einmal-Mundschutz?number=10174,Unigloves,10174,,,,,,,,,,,,,,,Einmal Mundschutz,10174,2003,2003,,1.01,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Mundschutz-und-Gesichtsmasken/2867/roeko-Protecta-active-carbon?number=102816,Coltene/Whaledent GmbH,102816,,,,,,,,,,,,,,,roeko Protecta active carbon,102816,60013736,60013736,,14.61,,,,,,,,,
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/3370/FKG-K-Feile-Standard-SMG?number=103704,American Dental Systems,103704,,,,,,,,,,,,,,,FKG K-Feile Standard SMG,103704,9804715,9804715,,15.91,,,,,,,,,
https://dentalversender.de/Laborbedarf/Verbrauchsmaterial/Modellherstellung/Hilfsmittel-und-Zubehoer-fuer-Modellherstellung/4404/Dublierstarter?number=104766,Ernst Hinrichs GmbH,104766,,,,,,,,,,,,,,,Dublierstarter,104766,891999,891999,,139.03,,,,,,,,,
